# id,sphere,gamma
143036,889,34
143037,10,12
143038,811,86
143039,758,83
143040,233,39
143041,123,39
143042,643,46
143043,554,55
143044,7,69
143045,633,64
143046,785,62
143047,233,24
143048,233,23
143049,233,38
143050,214,88
143051,123,42
143052,89,78
143053,107,66
143054,466,26
143055,212,49
143056,12,75
143057,698,103
143058,191,53
143059,47,35
143060,753,48
143061,89,16
143062,233,61
143063,635,71
143064,402,36
143065,610,28
143066,575,32
143067,722,57
143068,905,73
143069,89,67
143070,610,54
143071,622,81
143072,114,32
143073,423,38
143074,554,42
143075,897,64
143076,557,65
143077,68,41
143078,486,18
143079,321,21
143080,843,37
143081,630,46
143082,811,51
143084,182,37
143085,183,63
143086,843,39
143087,178,85
143088,832,51
143089,322,20
143090,745,85
143091,565,67
143092,89,30
143093,578,69
143094,677,98
143095,610,31
143096,722,55
143097,13,26
143098,575,59
143099,52,74
143100,233,40
143101,612,64
143102,89,38
143103,450,99
143104,515,76
143105,175,70
143106,785,65
143107,185,110
143108,758,79
143109,567,49
143110,332,78
143111,65,78
143112,512,49
143113,233,37
143114,0,69
143115,89,69
143116,450,100
143117,610,42
143118,599,63
143119,33,31
143120,209,75
143121,478,43
143122,233,16
143123,610,25
143124,280,95
143125,515,80
143126,209,76
143127,99,72
143128,212,51
143129,233,34
143130,238,65
143131,120,71
143132,785,64
143133,0,52
143134,743,59
143135,99,77
143136,379,75
143137,128,60
143138,78,81
143139,610,7
143140,837,85
143141,777,52
143142,89,61
143143,798,57
143144,7,84
143145,360,46
143146,656,81
143147,89,70
143148,486,111
143149,764,63
143150,180,85
143151,436,46
143152,246,94
143153,23,26
143154,122,20
143155,845,88
143156,2,65
143157,811,90
143158,233,28
143159,497,68
143160,78,84
143161,845,55
143162,178,48
143163,89,70
143164,554,43
143165,279,32
143166,0,74
143167,89,46
143168,669,78
143169,89,79
143170,586,67
143171,533,46
143172,724,85
143173,75,13
143174,735,57
143175,656,87
143176,89,70
143177,44,77
143178,709,62
143179,758,41
143180,656,52
143181,463,92
143182,868,48
143183,233,40
143184,89,60
143185,455,73
143186,0,80
143187,123,80
143188,233,28
143189,889,52
143190,89,58
143192,610,27
143193,251,107
143194,280,92
143197,845,89
143198,599,71
143199,777,94
143200,610,27
143201,478,38
143202,89,82
143203,743,96
143204,565,74
143205,89,60
143206,157,88
143207,233,38
143208,897,62
143209,89,14
143210,860,40
143211,57,85
143212,89,80
143213,745,84
143214,89,27
143215,610,28
143216,89,57
143217,819,66
143218,12,17
143220,89,49
143221,89,50
143222,89,32
143223,89,83
143224,89,50
143225,902,35
143226,415,47
143227,361,102
143228,233,26
143229,463,89
143230,610,26
143231,847,49
143232,607,96
143233,78,82
143234,855,52
143235,764,63
143236,826,40
143237,580,57
143238,421,75
143239,484,97
143240,858,82
143241,89,28
143242,89,80
143243,910,56
143244,10,81
143245,26,79
143246,601,54
143248,233,36
143249,120,77
143250,10,80
143251,843,35
143252,931,59
143253,743,63
143254,610,29
143255,233,36
143256,518,100
143258,610,33
143259,610,36
143260,233,36
143261,89,75
143262,703,54
143263,89,64
143264,233,32
143266,688,68
143267,610,27
143268,497,92
143269,758,37
143270,44,74
143271,512,42
143272,845,90
143273,89,35
143274,89,61
143276,89,72
143277,843,36
143278,450,100
143279,918,66
143280,466,27
143281,709,90
143282,416,99
143283,89,33
143284,813,48
143285,89,60
143287,327,101
143288,580,49
143289,491,41
143290,332,77
143291,884,68
143292,178,88
143293,0,78
143294,313,23
143295,233,33
143296,567,49
143297,688,65
143298,86,83
143299,811,91
143300,843,33
143301,233,36
143302,858,81
143303,89,68
143304,157,81
143305,436,40
143306,709,68
143307,610,21
143308,837,85
143309,711,80
143310,0,18
143311,233,35
143312,586,69
143315,293,96
143316,89,76
143317,905,71
143318,826,42
143319,843,36
143320,89,33
143321,306,102
143325,858,85
143326,800,83
143327,868,52
143329,89,53
143331,552,102
143332,730,65
143333,89,62
143334,837,80
143335,610,27
143336,89,49
143337,826,40
143338,89,53
143339,819,62
143340,89,76
143341,709,71
143342,910,57
143343,641,96
143344,65,81
143345,897,64
143346,292,34
143347,897,61
143348,800,88
143349,89,61
143350,89,41
143352,222,79
143353,610,31
143354,544,81
143355,696,66
143356,89,71
143357,803,71
143358,491,42
143359,233,42
143360,89,50
143361,918,66
143362,610,28
143363,0,66
143364,743,66
143365,641,98
143366,28,10
143367,724,70
143368,89,76
143369,709,97
143370,777,94
143371,89,21
143372,246,94
143373,89,63
143374,847,42
143375,892,74
143376,233,32
143377,798,60
143378,918,66
143379,607,98
143380,347,30
143381,525,47
143382,732,94
143383,89,67
143384,212,91
143385,233,33
143386,491,40
143387,711,82
143388,764,61
143389,264,73
143390,641,94
143392,843,35
143393,259,96
143395,2,80
143396,466,27
143397,44,79
143398,871,76
143399,610,34
143400,233,44
143401,855,42
143402,89,26
143403,610,31
143404,89,59
143405,233,65
143406,586,80
143407,910,56
143408,484,97
143409,884,75
143410,567,45
143411,233,34
143412,123,88
143414,751,73
143415,191,94
143416,89,93
143417,610,23
143418,180,85
143419,89,24
143420,225,97
143421,89,51
143422,512,45
143423,89,69
143424,834,59
143425,178,89
143426,237,36
143427,709,95
143428,10,71
143429,876,59
143430,332,75
143431,792,69
143432,0,77
143433,491,42
143434,89,63
143435,89,55
143436,178,84
143437,502,76
143438,910,55
143439,258,35
143440,423,27
143441,586,75
143442,89,53
143443,889,53
143444,65,81
143445,120,69
143446,905,69
143447,89,71
143448,233,44
143449,724,74
143450,127,15
143451,322,52
143452,233,29
143453,790,89
143454,743,64
143455,491,42
143456,719,65
143457,858,83
143458,233,41
143459,466,55
143460,123,80
143461,408,87
143462,897,63
143463,31,88
143464,337,84
143465,889,48
143466,905,70
143467,89,62
143468,845,89
143469,879,87
143470,233,32
143471,910,59
143472,505,98
143473,68,56
143474,0,67
143475,897,65
143476,280,95
143477,89,64
143478,201,82
143479,387,76
143480,157,93
143481,246,94
143482,858,84
143483,379,80
143484,813,47
143485,491,44
143486,400,75
143487,68,95
143488,512,44
143489,57,9
143491,89,91
143492,233,28
143493,233,19
143495,819,61
143496,233,8
143497,711,90
143498,798,59
143499,594,69
143500,59,32
143501,89,63
143502,457,47
143503,65,74
143504,832,53
143505,233,32
143506,89,42
143507,5,20
143508,591,67
143509,578,66
143510,217,67
143511,843,32
143512,10,79
143513,89,81
143515,0,68
143516,0,85
143517,2,73
143518,785,65
143519,78,83
143521,580,66
143522,148,18
143523,68,7
143524,777,92
143525,73,62
143526,233,43
143527,610,38
143528,178,74
143529,554,70
143530,89,27
143531,167,83
143532,78,83
143533,212,92
143534,416,98
143535,735,87
143536,0,54
143537,607,100
143538,101,25
143539,31,76
143540,89,42
143541,233,51
143542,751,68
143543,504,52
143544,180,86
143545,693,52
143546,89,58
143547,57,82
143548,120,72
143549,756,54
143550,18,30
143551,89,5
143552,374,69
143553,36,90
143554,0,69
143555,178,42
143556,89,56
143557,635,72
143558,610,30
143559,478,40
143560,36,92
143561,326,45
143562,381,45
143563,826,42
143564,89,73
143565,233,62
143566,114,19
143567,580,67
143568,889,53
143569,233,46
143570,12,78
145847,690,72
145848,233,41
145849,89,82
145850,148,26
145851,675,71
145852,897,63
145853,122,12
145854,314,98
145855,89,82
145856,821,64
145857,826,40
145858,709,98
145859,466,29
145860,450,98
145861,233,32
145862,675,98
145863,18,77
145864,0,73
145865,89,71
145866,233,43
145867,89,56
145868,89,52
145869,233,37
145870,610,29
145871,910,57
145872,843,28
145873,889,49
145874,233,35
145875,466,27
145876,843,38
145877,905,76
146931,89,79
146932,610,28
146933,610,27
146934,233,35
146935,610,29
146936,89,79
146938,826,36
146939,843,37
146940,610,30
146941,897,63
146942,826,40
146943,845,89
146944,89,61
146945,233,35
146946,89,72
146949,610,27
146950,212,92
146952,395,103
146954,89,61
146955,607,100
146956,905,75
146957,233,47
146958,892,81
146959,889,49
146960,233,30
146961,348,98
146962,897,61
146963,610,27
146964,233,33
146965,89,50
146966,178,87
146967,843,38
146968,879,85
147104,178,46
147105,89,42
147106,154,73
147107,180,86
147108,604,59
147109,816,48
147110,15,27
147111,89,69
147112,178,58
147113,374,68
147114,675,68
147115,960,40
147116,233,55
147117,233,20
147118,18,23
147119,444,36
147120,575,53
147121,89,7
147122,562,77
147123,559,59
147124,610,27
147125,588,33
147126,586,69
147127,0,62
147128,233,20
147129,332,86
147130,544,67
147131,884,72
147132,648,68
147133,44,70
147134,91,2
147135,120,74
147136,0,99
147137,209,71
147138,238,75
147139,588,76
147140,887,59
147141,743,59
147142,233,26
147143,751,66
147144,271,41
147145,505,78
147146,604,72
147147,795,27
147148,0,64
147149,162,82
147150,324,83
147151,233,64
147152,685,54
147153,751,68
147155,696,67
147156,876,28
147157,172,11
147158,233,41
147159,798,53
147160,0,86
147567,89,31
147568,889,49
147569,614,43
147570,918,65
147571,233,25
147572,178,89
147573,233,32
147574,743,94
147575,709,97
147576,89,54
147577,89,16
147578,730,74
147579,89,71
147580,470,28
147581,89,67
147582,258,20
147583,89,79
147584,212,89
147585,610,32
147586,868,48
147587,881,40
147588,918,67
147589,73,85
147590,586,92
147591,233,33
147592,466,24
147593,892,81
147594,314,96
147595,233,40
147596,918,67
147597,52,76
147598,233,30
147599,897,70
147600,429,88
147601,233,46
147602,233,30
147603,233,42
147604,737,48
147605,162,86
147606,777,93
147607,690,38
147608,897,63
147609,73,79
147610,897,65
147611,539,91
147612,246,90
147613,843,34
147614,141,90
147615,89,49
147616,415,34
147617,89,73
147618,777,75
147619,233,41
147620,319,95
147621,654,100
147622,476,97
147623,690,38
147624,421,88
147625,52,82
147626,89,67
147627,918,67
147628,843,39
147629,89,66
147630,711,70
147631,654,87
147632,89,46
147633,233,38
147634,614,44
147635,450,99
147636,89,52
147638,766,64
147639,897,63
147640,868,53
147641,722,82
147642,89,34
147643,884,73
147644,81,83
147645,811,89
147646,89,62
147647,813,54
147648,845,89
147649,233,29
147650,89,26
147651,89,77
147652,743,95
147653,382,99
147654,580,52
147655,416,99
147656,89,81
147657,89,25
147658,610,24
147660,580,41
147661,832,66
147662,306,92
147663,897,64
147664,610,25
147665,89,35
147666,656,38
147667,34,76
147669,20,32
147670,233,20
147671,212,92
147672,120,85
147673,853,68
147674,610,23
147675,884,70
147676,843,32
147677,233,21
147678,89,72
147679,610,29
147680,811,70
147681,905,74
147682,178,75
147683,18,76
147684,89,70
147685,89,77
147686,610,25
147687,800,50
147688,798,64
147689,654,98
147690,233,21
147691,280,96
147692,237,18
147693,233,31
147694,850,87
147695,902,47
147696,610,31
147697,871,87
147698,610,34
147699,832,66
147700,466,20
147701,614,41
147702,450,99
147703,910,59
147704,39,86
147705,610,26
147706,0,20
147707,450,99
147708,918,61
147709,803,86
147710,491,37
147711,348,94
147712,233,32
147713,429,93
147714,233,47
147715,892,80
147716,89,64
147717,567,43
147718,259,92
147719,212,86
147720,832,64
147721,26,75
147722,889,54
147723,264,79
147724,233,27
147725,233,28
147726,450,99
147727,89,59
147728,635,46
147729,233,31
147730,233,27
147731,233,38
147732,89,63
147733,89,26
147734,182,21
147735,811,67
147736,466,23
147737,89,31
147738,89,27
147739,230,84
147740,89,61
147741,463,96
147742,518,98
147743,89,77
147744,306,87
147745,610,30
147746,382,97
147747,696,72
147748,233,41
147749,910,56
147750,89,47
147751,89,23
147752,89,73
147753,233,22
147754,89,20
147755,484,98
147756,89,67
147757,610,27
147758,178,83
147759,233,38
147760,466,28
147761,745,61
147762,843,37
147763,47,76
147764,614,50
147765,89,18
147766,897,63
147767,764,80
147768,811,68
147769,246,94
147770,233,39
147771,610,35
147772,897,65
147773,298,91
147774,89,60
147775,764,79
147776,777,92
147778,89,56
147779,233,35
147780,863,57
147781,233,37
147782,89,30
147783,842,86
147784,89,40
147785,845,90
147786,353,99
147787,89,66
147791,688,77
147793,89,73
147794,837,77
147795,382,97
147796,233,23
147797,607,99
147798,675,81
147799,233,51
147800,790,97
147801,764,81
147802,610,38
147803,648,35
147805,382,97
147809,89,65
147810,777,85
147812,845,88
147813,782,80
147814,834,44
147815,233,33
147817,89,61
147818,178,85
147819,89,30
147820,766,46
147821,89,61
147822,897,62
147823,408,91
147824,675,91
147825,743,76
147826,233,37
147827,233,24
147828,89,77
147829,212,91
147830,280,94
147831,225,95
147832,381,27
147833,743,95
147834,212,92
147835,777,75
147836,518,101
147837,89,60
147838,897,62
147839,178,90
147840,777,77
147841,675,81
147842,905,75
147843,89,61
147844,233,35
147845,332,80
147846,450,100
147847,178,85
147849,648,38
147850,89,52
147851,669,44
147852,89,57
147853,233,40
147854,89,26
147855,89,29
147856,233,20
147858,580,43
147859,610,27
147860,868,57
147861,573,99
147862,573,89
147863,897,65
147864,884,71
147865,233,56
147866,539,99
147867,233,32
147868,855,55
147869,233,58
147870,837,78
147871,931,60
147872,834,77
147873,884,65
147874,897,76
147875,518,101
147876,115,84
147877,233,15
147878,897,64
147879,212,91
147880,348,98
147881,233,58
147883,790,94
147884,641,99
147886,0,72
147887,858,80
147888,233,23
147890,233,50
147891,89,38
147892,897,64
147893,246,93
147894,897,63
147895,892,81
147896,233,22
147897,233,39
147898,525,42
147899,233,26
147900,81,79
147901,889,53
147902,233,47
147903,900,70
147904,89,62
147906,170,89
147908,272,99
147909,580,50
147910,233,28
147911,89,25
147912,610,31
147913,586,97
147915,635,55
147918,843,35
147919,89,32
147920,89,69
147921,484,99
147922,89,60
147923,416,97
147924,466,22
147925,884,70
147926,178,83
147927,272,88
147928,656,61
147929,89,69
147930,233,38
147931,610,26
147932,178,89
147933,89,78
147934,233,21
147935,905,72
147936,669,32
147937,89,34
147938,47,83
147939,654,102
147940,233,17
147941,703,45
147942,233,45
147943,868,48
147944,102,78
147945,918,63
147946,703,35
147947,610,27
147948,641,99
147949,578,87
147950,484,100
147951,905,76
147952,60,78
147953,858,83
147955,607,92
147956,374,82
147957,892,82
147958,675,98
147959,89,60
147960,233,52
147961,897,64
147962,233,24
147963,178,87
147964,484,100
147965,178,89
147966,610,29
147968,233,49
147969,233,30
147970,89,50
147971,233,29
147972,233,45
147973,843,38
147975,233,44
147976,484,99
147977,107,80
147978,89,49
147979,0,69
147980,89,63
147981,466,27
147982,94,86
147983,233,55
147984,764,79
147985,408,105
147986,635,36
147987,845,89
147988,319,90
147989,610,28
147990,89,34
147991,601,48
147992,466,35
147993,868,49
147994,703,40
147995,128,81
147996,610,32
147997,843,33
147998,580,43
147999,233,37
148000,60,83
148001,89,62
148002,285,104
148003,610,30
148004,89,77
148005,766,44
148006,89,68
148007,0,78
148008,675,83
148009,233,22
148010,292,20
148011,826,36
148012,0,22
148013,89,27
148014,610,24
148015,758,37
148016,910,58
148017,178,89
148018,225,87
148019,233,36
148020,233,34
148021,34,87
148022,787,77
148023,89,45
148024,798,73
148025,610,24
148026,233,34
148027,0,78
148028,293,96
148029,837,80
148030,863,83
148031,0,26
148032,843,32
148033,450,100
148034,89,63
148035,552,91
148036,675,98
148038,361,98
148039,89,40
148040,900,64
148041,89,79
148042,209,83
148043,319,83
148044,34,72
148045,89,62
148046,0,20
148047,845,71
148048,709,98
148049,484,100
148050,918,66
148051,918,62
148052,610,36
156659,65,75
156684,466,27
156686,902,44
156693,588,65
156715,233,38
156718,641,99
156723,178,88
156749,232,17
156750,622,76
156751,233,36
156752,89,74
156753,34,61
156754,233,36
157158,233,37
157159,918,60
157160,868,49
157161,905,77
157162,843,35
157163,178,90
157164,416,99
157165,709,94
157166,931,60
157167,175,81
157168,233,27
157169,777,94
157170,709,97
157171,89,60
157172,790,93
157173,868,47
157174,233,36
157175,858,80
157176,843,35
157177,641,99
157178,233,27
157179,107,79
157180,610,27
157181,905,75
157182,610,26
157183,610,31
157184,845,87
157185,89,56
157186,89,79
157187,881,43
157188,497,101
157189,756,94
157190,212,90
157191,450,100
157192,777,93
157193,89,62
157194,843,36
157195,610,27
157196,233,30
157197,157,87
157198,233,44
157199,538,31
157200,897,62
157201,89,80
157202,233,35
157203,450,100
157204,89,75
157205,845,89
157206,293,102
157207,233,38
157208,233,34
157209,675,98
157210,881,41
157211,860,38
157212,610,28
157213,931,57
157214,610,28
157215,610,28
157216,580,52
157217,233,39
157218,824,93
157219,178,83
157220,931,61
157221,610,29
157222,361,99
158917,89,78
158918,379,88
158919,178,87
158920,222,85
158921,18,88
158922,826,39
158923,777,61
158924,610,28
158925,900,54
158926,233,39
158927,858,82
158928,233,25
158929,280,96
158930,656,66
158931,588,45
158932,730,72
158933,743,94
158934,656,70
158935,0,15
158936,353,74
158937,178,85
158938,819,64
158939,203,21
158940,89,78
158941,233,30
161221,89,50
161222,178,89
161224,610,26
163820,89,78
163822,178,85
163823,233,41
163825,892,78
163826,610,27
163827,233,38
163828,259,97
163830,466,30
163832,89,82
163833,89,46
163834,845,85
163835,382,99
163837,89,81
163838,918,67
163839,89,64
163840,89,58
163842,910,56
163843,892,81
163844,884,71
163845,89,53
163847,89,78
163848,610,27
163849,703,38
163850,416,99
163851,233,39
163852,89,73
163853,89,66
163854,466,31
163856,905,72
163857,233,35
163859,89,79
163860,233,37
163861,843,38
163862,845,90
163864,89,57
163866,709,97
163867,889,52
163868,233,30
163869,675,98
163870,233,40
163872,233,37
163873,89,49
163874,233,31
163875,466,28
163876,743,95
163877,743,96
163878,845,84
163879,847,44
163880,858,84
163881,871,78
163882,450,100
163883,879,86
163884,610,29
163885,89,69
163886,610,27
163887,382,99
163888,233,41
163890,233,31
163893,858,85
163894,89,54
163895,233,37
163896,892,81
163898,858,86
163899,466,26
163900,89,63
163901,89,80
163904,845,88
163905,89,62
163906,675,98
163907,845,89
163908,811,88
163909,905,73
163910,89,52
163911,709,97
163912,675,99
163914,845,90
163915,466,28
163916,233,35
163917,905,74
