# id,k,j,i
134137,2,6,3
134138,2,6,3
134139,2,5,3
134140,2,6,3
134141,2,6,3
134142,2,6,3
134143,2,4,3
134144,2,6,3
134145,2,6,3
134146,2,6,3
134147,2,6,3
134148,2,5,3
134149,2,6,3
134150,2,6,3
134151,2,5,3
134152,2,4,3
134153,2,5,3
134154,3,4,4
134155,2,6,3
134156,2,6,2
134157,2,6,3
134158,2,6,3
134159,2,6,3
134160,2,6,3
134161,1,6,3
134162,2,5,3
134163,2,4,3
134164,2,4,3
134165,2,6,3
134166,3,3,3
134167,2,6,3
134168,2,6,3
134169,2,5,3
134170,2,5,3
134171,2,6,3
134172,1,6,3
134173,2,6,3
134174,2,6,3
134935,2,4,3
134936,2,4,3
134937,1,4,3
134938,2,4,3
134939,2,4,3
134940,2,4,3
134941,1,4,4
134943,2,4,3
134944,2,4,3
134946,2,4,3
134947,2,4,3
134948,2,4,3
134949,2,4,3
134950,2,4,3
134951,2,4,3
134952,2,4,3
134953,2,5,3
134954,1,5,3
134955,2,4,3
134957,2,5,3
134958,2,5,3
136505,2,5,1
136506,3,5,2
136507,1,5,3
136508,3,6,1
136509,2,5,3
136510,3,5,1
136511,1,5,2
136512,3,5,1
136513,2,5,3
136514,3,5,1
136515,1,5,2
136516,2,5,1
136517,2,5,2
136518,2,5,2
136519,2,5,1
136520,2,5,2
136521,2,5,1
136522,1,5,2
136523,2,5,1
136524,1,5,2
136525,2,5,1
136526,1,5,3
136527,2,5,2
136528,2,5,2
136530,1,5,2
136531,3,5,1
136532,2,5,3
136533,2,5,2
136534,1,6,3
136535,3,5,2
136536,1,5,3
136537,3,6,2
136538,1,5,3
136539,3,5,1
136541,2,5,2
136542,1,5,3
136543,2,5,2
136545,1,5,2
136546,1,5,3
136547,1,5,2
136549,1,5,3
136551,2,5,3
136552,1,4,3
136553,2,5,2
136554,1,4,3
136555,1,5,2
136556,1,5,1
136557,1,5,3
136558,2,5,3
136559,1,5,2
136560,1,5,3
136561,1,5,2
136563,1,5,2
136564,1,5,2
136565,1,5,3
136566,1,4,3
136567,1,4,2
136569,1,5,3
136570,1,5,2
136572,1,5,3
136573,1,5,3
136574,1,5,3
136575,1,5,3
136576,1,5,2
136577,1,5,3
136579,1,5,3
136580,2,5,3
136583,1,5,3
136584,1,5,2
136585,2,5,3
136586,1,5,3
136587,1,5,3
136588,1,5,2
136589,1,5,2
136590,2,5,3
136591,1,5,3
136592,1,5,3
136593,1,5,2
136594,1,5,2
136595,1,5,3
136596,2,5,2
136597,1,5,2
136598,2,5,2
136599,1,5,2
136600,2,5,2
136601,1,5,3
136603,2,5,2
136605,1,5,2
136606,1,5,3
136607,2,5,1
136608,1,5,2
136609,2,5,2
136610,1,6,2
136611,2,5,2
136612,1,5,2
136613,2,5,2
136614,1,5,2
136615,2,5,2
136616,1,5,3
136617,2,5,2
136618,1,6,3
136619,2,5,2
136620,1,5,2
136622,1,5,2
136623,2,5,2
136624,1,5,2
136625,2,5,1
136626,1,5,2
136627,2,5,2
136628,1,5,3
136629,2,5,2
136630,1,6,2
136631,2,5,2
136632,1,5,3
136633,3,5,2
136635,2,5,2
136636,1,5,3
136638,0,5,3
136639,2,5,2
136640,1,5,2
136641,2,5,2
136642,1,5,3
136643,2,5,2
136644,1,6,3
136645,2,5,2
141293,6,4,1
141294,6,6,1
141296,6,6,1
141297,6,6,2
141298,6,4,2
141299,6,6,1
141301,6,6,2
141303,6,6,1
141304,6,6,1
141305,7,7,2
141306,6,6,2
141307,7,6,2
141309,2,5,7
141310,2,5,6
141311,2,5,6
141312,2,5,6
141313,2,5,6
141314,1,5,6
141316,2,5,6
141317,1,5,6
141318,2,5,6
141320,1,5,6
141322,2,5,6
141324,2,5,6
141325,2,5,6
141326,2,5,6
141327,2,5,6
141328,1,5,6
141329,2,5,6
141330,3,5,6
141331,2,5,6
141332,2,5,6
141333,2,5,6
141334,2,5,6
141335,2,5,6
141336,2,5,6
141337,2,5,6
141338,2,5,6
141339,2,5,6
141340,2,5,6
141341,2,5,6
141342,2,5,6
141343,2,5,6
141344,2,5,6
141345,2,4,6
141346,2,5,6
141347,1,5,6
141348,2,5,6
141349,2,5,6
141350,2,5,6
141351,3,4,6
141352,3,4,6
141353,2,5,6
141354,2,5,6
141355,2,5,6
141356,2,5,6
141357,3,5,6
141358,3,5,6
141359,2,5,6
141360,2,5,6
141361,6,4,1
141364,6,5,1
141365,6,4,0
141366,6,5,1
141367,6,5,1
141368,6,5,1
141369,6,5,3
141370,6,5,3
141371,6,5,3
141372,6,5,3
141373,6,5,3
141374,6,5,4
141375,6,4,3
141376,6,5,3
141377,6,5,3
141378,6,4,3
141379,6,5,3
141512,1,0,3
141513,1,0,3
141514,1,0,3
141515,1,0,2
141516,0,0,3
141517,1,1,3
141518,1,1,3
141520,1,0,3
141521,1,0,3
141522,1,1,3
141523,1,0,2
141525,1,1,3
141526,0,0,3
141528,1,1,3
141529,1,0,3
141531,1,0,2
141532,1,1,3
141533,1,0,3
141534,1,0,3
141535,1,1,3
141537,1,0,3
141538,1,1,3
141539,1,0,3
141540,1,1,3
141541,1,0,3
141542,1,1,3
141543,1,0,3
141544,1,0,3
141545,1,1,3
141546,1,1,3
141547,1,1,3
141548,1,0,3
141549,1,0,3
141550,1,0,3
141551,1,1,3
141552,1,0,2
141553,1,1,3
141554,1,1,3
141556,1,0,3
141557,0,0,3
141558,0,0,3
141559,1,0,3
141560,1,1,3
141561,1,1,2
141562,1,1,2
141563,1,1,2
141564,1,1,2
141565,1,1,3
141566,1,0,2
141567,0,0,3
141568,0,0,3
141569,1,0,2
141570,0,0,2
141571,1,1,2
141572,0,0,2
141573,1,1,2
141574,1,1,2
141575,1,1,2
141576,1,1,2
141577,1,1,2
141578,1,1,2
141579,1,1,3
141580,1,1,3
141581,1,1,2
141582,1,1,3
141583,1,1,2
141584,1,1,3
141585,1,1,2
141586,1,1,2
141587,1,1,2
141588,1,1,2
141589,1,1,2
141590,1,0,2
141591,1,1,3
141592,1,1,2
141593,1,1,2
141594,1,1,3
141595,1,0,2
141596,1,1,2
141597,1,1,3
141598,1,1,2
141599,1,1,2
141600,1,1,3
141601,1,0,3
141602,1,1,2
141603,1,1,2
141604,1,1,3
141605,1,1,2
141606,2,1,2
141607,1,1,2
141608,1,1,2
141609,1,1,2
141610,1,1,3
141611,1,1,2
141612,1,1,3
141613,0,0,3
141614,0,0,2
141615,1,1,3
141616,0,0,3
141617,0,1,3
141618,0,1,3
141620,0,1,3
141621,1,0,3
141622,0,0,3
141623,0,0,2
141624,0,0,3
141625,1,0,3
141626,1,0,3
141627,1,1,3
141628,1,0,3
141630,0,0,3
141631,1,0,3
142978,1,3,2
142979,1,4,2
142980,2,4,2
142981,2,4,3
142982,1,4,3
142983,1,4,2
142984,1,4,2
142985,1,4,2
142986,1,4,2
142987,2,4,3
142988,2,4,3
142989,1,4,3
142990,1,4,2
142991,1,4,2
142992,2,4,2
142993,2,4,3
142994,1,4,2
142995,1,4,3
142996,1,4,2
142997,1,4,2
142998,2,4,2
142999,2,4,3
143000,2,4,3
143001,2,4,2
143002,1,4,2
143003,1,4,2
143004,1,4,2
143005,2,4,3
143006,2,4,2
143007,1,4,3
143008,1,4,3
143009,1,4,2
143010,2,4,2
143011,2,4,2
143012,2,4,3
143013,1,4,3
143014,1,4,3
143015,1,4,2
143016,1,4,3
143017,2,4,3
143018,2,4,3
143019,1,4,3
143020,1,4,2
143021,1,4,2
143022,1,4,2
143023,2,4,3
143024,1,4,3
143025,1,4,3
143026,1,4,2
143027,2,4,2
143028,2,4,2
143029,1,4,2
143030,1,4,3
143031,1,4,3
143032,1,4,3
143033,1,4,3
143034,1,4,2
143035,1,4,2
143036,2,4,2
143037,2,4,3
143038,1,4,3
143039,1,4,3
143040,1,4,3
143041,2,4,2
143042,2,4,2
143043,2,4,3
143044,1,4,2
143045,1,4,3
143046,1,4,3
143047,1,4,2
143048,1,4,2
143049,2,4,2
143050,2,4,2
143051,1,4,2
143052,1,4,3
143053,1,4,2
143054,1,4,2
143055,1,4,2
143056,1,4,3
143057,1,4,2
143058,1,4,3
143059,1,4,2
143060,1,4,2
143061,2,4,2
143062,1,4,3
143063,1,4,2
143064,1,4,2
143065,1,4,2
143066,1,4,2
143067,2,4,2
143068,2,4,2
143069,1,4,2
143070,1,4,2
143071,1,4,3
143072,1,4,3
143073,1,4,2
143074,1,4,2
143075,2,4,3
143076,1,4,2
143077,1,4,3
143078,1,4,2
143079,0,4,2
143080,1,4,2
143081,1,4,2
143082,2,4,3
143084,1,4,2
143085,1,4,2
143086,2,4,3
143087,2,4,3
143088,2,4,3
143089,1,4,2
143090,1,4,3
143091,1,4,2
143092,2,4,3
143093,2,4,3
143094,1,4,2
143095,1,4,2
143096,2,4,2
143097,2,4,3
143098,2,4,2
143099,2,4,2
143100,1,4,2
143101,2,3,2
143102,2,4,3
143103,2,4,2
143104,1,4,2
143105,1,4,2
143106,2,4,2
143107,2,4,3
143108,2,4,2
143109,1,4,2
143110,1,4,2
143111,2,4,2
143112,2,4,3
143113,1,4,2
143114,1,4,2
143115,1,4,2
143116,1,4,2
143117,2,4,3
143118,1,4,2
143119,1,4,2
143120,1,4,2
143121,2,4,3
143122,1,4,3
143123,1,4,3
143124,2,4,3
143125,1,4,2
143126,1,4,2
143127,2,4,2
143128,1,4,2
143129,2,4,2
143130,1,4,2
143131,1,4,2
143132,1,4,3
143133,1,3,2
143134,1,3,2
143135,1,3,2
143136,1,3,2
143137,1,3,2
143138,1,3,2
143139,2,4,2
143140,1,4,2
143141,1,4,2
143142,1,4,2
143143,1,4,2
143144,1,4,2
143145,1,4,2
143146,1,4,2
143147,1,4,2
143148,1,4,2
143149,0,4,2
143150,1,4,2
143151,1,4,3
143152,1,4,2
143153,1,4,2
143154,1,4,2
143155,1,4,2
143156,1,4,2
143157,1,4,2
143158,1,4,3
143159,1,4,2
143160,1,4,2
143161,1,4,2
143162,1,4,2
143163,1,4,2
143164,2,4,2
143165,1,4,2
143166,1,4,2
143167,1,4,2
143168,1,4,2
143169,1,4,2
143170,1,4,2
143171,1,3,2
143172,1,4,2
143173,1,4,2
143174,1,4,2
143175,1,4,2
143176,1,4,2
143177,1,4,2
143178,1,4,3
143179,2,6,3
143180,2,6,2
143181,2,6,2
143182,2,6,2
143183,3,5,2
143184,2,6,3
143185,2,6,3
143186,2,6,2
143187,3,5,2
143188,3,5,3
143189,3,5,3
143190,2,5,3
143191,3,5,2
143192,3,5,2
143193,3,5,3
143194,2,5,3
143197,3,5,3
143198,2,5,3
143199,2,5,3
143200,2,6,3
143201,3,6,3
143202,3,5,2
143203,2,5,3
143204,3,6,4
143205,3,6,3
143206,3,6,2
143207,3,5,2
143208,3,5,3
143209,3,6,3
143210,3,6,3
143211,3,6,3
143212,3,5,2
143213,3,5,2
143214,3,5,2
143215,2,5,3
143216,2,5,3
143217,2,6,2
143218,3,6,3
143220,3,5,2
143221,3,6,2
143222,3,5,3
143223,2,6,3
143224,2,6,3
143225,2,5,2
143226,2,6,3
143227,3,5,3
143228,4,4,4
143229,2,5,3
143230,3,5,2
143231,2,6,2
143232,2,6,3
143233,2,5,3
143234,2,6,3
143235,2,6,2
143236,2,6,3
143237,2,5,3
143238,2,5,3
143239,2,5,3
143240,3,5,3
143241,2,5,3
143242,3,5,3
143243,2,5,3
143244,2,5,2
143245,2,5,2
143246,2,5,3
143248,3,5,3
143249,2,5,3
143250,2,5,3
143251,2,5,3
143252,2,5,3
143253,3,5,3
143254,2,5,3
143255,2,5,3
143256,2,5,3
143258,2,5,3
143259,3,5,3
143260,2,5,3
143261,2,5,3
143262,2,5,3
143263,2,5,3
143264,2,5,3
143266,3,5,3
143267,2,5,3
143268,2,5,3
143269,2,5,2
143270,2,5,3
143271,3,5,3
143272,2,5,3
143273,3,5,3
143274,3,5,3
143276,3,5,3
143277,3,5,3
143278,3,5,3
143279,2,5,3
143280,2,5,3
143281,2,5,2
143282,3,5,2
143283,3,5,2
143284,1,5,4
143285,1,5,3
143287,3,5,1
143288,3,5,2
143289,2,5,2
143290,2,5,2
143291,2,5,2
143292,3,6,1
143293,1,5,3
143294,2,5,2
143295,2,5,3
143296,3,5,2
143297,3,6,0
143298,2,6,2
143299,2,5,2
143300,2,5,3
143301,2,5,2
143302,3,5,2
143303,2,5,2
143304,2,5,2
143305,3,5,2
143306,2,5,2
143307,3,5,1
143308,2,6,2
143309,2,5,2
143310,3,5,1
143311,4,5,0
143312,2,5,2
143315,1,4,2
143316,2,5,1
143317,3,5,2
143318,3,6,1
143319,5,6,0
143320,2,5,1
143321,2,5,2
143325,2,5,2
143326,3,5,0
143327,4,6,0
143328,1,5,1
143329,3,5,1
143331,2,5,2
143332,2,5,2
143333,2,5,2
143334,3,5,1
143335,1,6,3
143336,1,6,3
143337,1,6,3
143338,2,6,3
143339,2,6,3
143340,2,5,3
143341,2,6,2
143342,2,6,2
143343,1,6,4
143344,1,6,3
143345,2,5,2
143346,2,5,3
143347,2,5,2
143348,2,5,2
143349,1,6,4
143350,1,6,2
143352,2,5,2
143353,2,5,2
143354,0,6,3
143355,1,6,3
143356,2,5,2
143357,2,5,2
143358,2,5,2
143359,1,5,2
143360,1,6,4
143361,1,5,3
143362,2,5,2
143363,2,5,3
143364,2,5,2
143365,2,5,1
143366,1,6,3
143367,1,5,2
143368,2,5,2
143369,1,5,3
143370,2,5,2
143371,2,5,2
143372,0,6,4
143373,4,5,0
143374,1,5,3
143375,1,5,3
143376,1,5,3
143377,2,5,3
143378,2,5,2
143379,2,5,1
143380,1,5,2
143381,2,5,2
143382,2,5,2
143383,2,5,2
143384,3,5,1
143385,1,5,4
143386,2,5,4
143387,3,5,2
143388,2,5,2
143389,3,5,1
143390,3,5,0
143392,2,5,2
143393,3,5,1
143395,1,5,4
143396,2,5,2
143397,2,5,2
143398,2,5,1
143399,1,5,3
143400,2,5,3
143401,2,5,1
143402,2,5,2
143403,2,5,0
143404,2,5,4
143405,1,5,3
143406,2,5,2
143407,3,5,3
143408,2,5,1
143409,2,5,3
143410,2,5,3
143411,2,5,3
143412,2,5,3
143414,3,5,2
143415,3,5,1
143416,1,5,3
143417,1,5,4
143418,1,5,3
143419,2,5,3
143420,2,4,3
143421,2,5,2
143422,3,5,1
143423,3,5,1
143424,1,5,3
143425,1,5,3
143426,2,5,2
143427,2,5,1
143428,3,5,1
143429,1,5,4
143430,2,5,3
143431,2,5,3
143432,2,4,3
143433,3,5,2
143434,3,5,1
143435,3,5,0
143436,1,6,4
143437,2,6,1
143438,2,5,2
143439,2,5,2
143440,1,6,3
143441,1,6,3
143442,2,6,1
143443,2,6,1
143444,2,6,1
143445,2,5,2
143446,1,6,2
143447,1,6,3
143448,1,6,3
143449,2,5,1
143450,2,5,2
143451,1,5,3
143452,2,5,3
143453,2,5,0
143454,2,5,2
143455,2,5,2
143456,2,5,3
143457,1,5,2
143458,1,6,4
143459,2,6,2
143460,2,5,2
143461,1,5,3
143462,3,5,0
143463,2,6,1
143464,3,5,2
143465,1,6,2
143466,1,6,2
143467,2,5,1
143468,2,6,2
143469,1,6,2
143470,1,6,4
143471,2,6,2
143472,2,6,2
143473,2,5,2
143474,2,5,2
143475,1,5,3
143476,1,6,3
143477,2,6,1
143478,2,5,2
143479,2,6,2
143480,1,6,3
143481,2,5,2
143482,1,6,3
143483,1,5,2
143484,1,5,2
143485,5,6,2
143486,6,6,2
143487,4,6,3
143488,4,6,3
143489,5,7,2
143491,3,7,4
143492,4,7,3
143493,5,7,3
143495,5,6,3
143496,5,6,2
143497,5,7,1
143498,4,7,3
143499,4,7,3
143500,4,7,4
143501,4,7,2
143502,4,6,2
143503,4,7,4
143504,4,6,4
143505,4,7,4
143506,5,7,2
143507,5,7,2
143508,5,7,2
143509,5,7,2
143510,5,7,3
143511,4,7,3
143512,5,7,3
143513,5,7,2
143515,4,7,3
143516,4,7,4
143517,4,6,3
143518,5,7,3
143519,5,6,2
143521,5,7,2
143522,4,7,4
143523,4,7,2
143524,5,7,3
143525,5,7,3
143526,5,7,2
143527,5,7,3
143528,4,7,3
143529,5,7,3
143530,5,7,3
143531,2,7,4
143532,3,7,4
143533,4,7,4
143534,4,6,4
143535,5,7,3
143536,3,6,4
143537,3,6,4
143538,2,6,4
143539,4,6,3
143540,4,6,4
143541,4,6,3
143542,4,6,2
143543,4,6,4
143544,4,6,3
143545,4,5,2
143546,4,7,4
143547,4,7,4
143548,4,7,4
143549,4,7,3
143550,3,6,4
143551,4,6,4
143552,4,7,3
143553,3,7,5
143554,3,6,4
143555,4,7,4
143556,4,5,3
143557,2,6,5
143558,4,5,2
143559,4,6,4
143560,4,6,3
143561,4,7,3
143562,4,7,2
143563,4,6,4
143564,2,7,5
143565,3,7,5
143566,4,6,2
143567,4,7,4
143568,4,6,3
143569,3,6,5
143570,4,6,2
145847,2,5,2
145848,2,5,3
145849,2,5,2
145850,2,5,3
145851,2,5,2
145852,1,5,3
145853,2,5,2
145854,2,5,3
145855,2,5,2
145856,2,5,3
145857,2,5,2
145858,2,5,4
145859,2,5,2
145860,2,5,3
145861,2,5,2
145862,2,5,3
145863,3,5,2
145864,2,5,3
145865,3,5,2
145866,2,5,3
145867,2,5,2
145868,2,4,3
145869,2,5,3
145870,2,5,2
145871,2,4,2
145872,2,4,3
145873,2,4,3
145874,2,4,3
145875,2,5,3
145876,2,4,3
145877,2,4,3
146931,2,5,2
146932,2,5,2
146933,2,5,2
146934,2,5,2
146935,3,5,2
146936,3,5,2
146938,2,5,3
146939,3,5,2
146940,3,5,1
146941,2,5,2
146942,2,5,3
146943,3,5,2
146944,2,5,2
146945,2,5,2
146946,3,5,2
146949,2,5,2
146950,2,5,2
146952,3,5,2
146954,3,5,2
146955,3,5,2
146956,2,5,2
146957,2,5,2
146958,3,5,1
146959,3,6,2
146960,3,5,1
146961,3,5,2
146962,2,5,2
146963,2,5,2
146964,3,5,2
146965,3,5,1
146966,2,6,1
146967,2,5,2
146968,3,5,1
147104,3,5,2
147105,3,4,3
147106,3,5,2
147107,2,5,3
147108,3,5,2
147109,3,5,3
147110,3,5,1
147111,2,5,3
147112,3,5,2
147113,2,5,3
147114,4,5,2
147115,2,5,4
147116,3,5,3
147117,3,5,2
147118,3,5,3
147119,2,5,4
147120,3,5,2
147121,2,5,3
147122,3,5,3
147123,2,5,4
147124,4,6,2
147125,2,5,4
147126,3,5,2
147127,2,5,4
147128,4,5,3
147129,3,5,2
147130,1,6,4
147131,3,5,2
147132,3,5,3
147133,3,5,4
147134,3,5,3
147135,3,5,3
147136,2,5,4
147137,3,5,3
147138,2,5,3
147139,3,5,2
147140,3,5,2
147141,1,5,4
147142,3,5,3
147143,2,6,4
147144,3,5,2
147145,2,6,3
147146,3,6,2
147147,2,6,3
147148,2,6,4
147149,3,6,2
147150,3,6,3
147151,3,6,2
147152,1,6,4
147153,3,5,3
147155,2,5,4
147156,3,5,2
147157,3,5,3
147158,3,5,4
147159,4,5,2
147160,3,5,2
147567,3,5,2
147568,2,5,3
147569,3,5,3
147570,2,5,3
147571,2,5,3
147572,3,5,3
147573,2,5,3
147574,2,5,2
147575,2,5,2
147576,2,5,3
147577,2,5,3
147578,2,5,3
147579,2,5,3
147580,3,5,3
147581,3,5,3
147582,3,5,3
147583,2,5,3
147584,3,5,3
147585,3,5,3
147586,3,5,2
147587,2,5,3
147588,3,5,2
147589,2,5,2
147590,3,5,2
147591,2,5,3
147592,3,5,3
147593,2,5,3
147594,2,5,3
147595,2,5,3
147596,2,5,3
147597,2,5,3
147598,2,5,3
147599,3,5,3
147600,3,5,2
147601,3,5,2
147602,3,5,3
147603,3,5,3
147604,3,5,3
147605,3,5,3
147606,2,5,2
147607,3,5,2
147608,2,5,3
147609,3,5,2
147610,2,5,3
147611,2,5,3
147612,2,5,3
147613,2,5,3
147614,3,5,3
147615,2,5,3
147616,2,5,3
147617,2,5,2
147618,2,5,2
147619,2,5,2
147620,2,5,2
147621,2,5,3
147622,2,5,3
147623,3,5,2
147624,2,5,2
147625,3,5,2
147626,2,5,2
147627,3,5,2
147628,2,5,3
147629,2,5,2
147630,2,5,2
147631,2,5,2
147632,2,5,2
147633,2,5,2
147634,2,5,2
147635,2,5,2
147636,2,3,3
147638,3,5,3
147639,2,5,2
147640,2,5,2
147641,2,5,3
147642,2,5,3
147643,2,5,2
147644,2,5,2
147645,2,5,2
147646,2,5,2
147647,2,5,3
147648,2,5,3
147649,2,5,3
147650,2,5,2
147651,2,5,3
147652,2,3,3
147653,2,5,2
147654,2,5,2
147655,2,5,3
147656,2,5,2
147657,2,5,2
147658,2,5,2
147660,3,5,3
147661,3,5,3
147662,3,5,3
147663,2,5,3
147664,2,5,2
147665,2,5,2
147666,2,5,2
147667,3,5,3
147669,2,5,3
147670,3,5,3
147671,2,5,3
147672,3,5,2
147673,3,5,3
147674,2,5,3
147675,2,5,2
147676,2,5,2
147677,3,5,3
147678,2,5,3
147679,3,5,3
147680,2,5,3
147681,2,5,3
147682,3,5,2
147683,2,5,3
147684,3,5,3
147685,3,5,3
147686,3,5,3
147687,2,5,3
147688,3,5,3
147689,2,5,2
147690,2,5,2
147691,3,5,2
147692,2,5,2
147693,2,5,3
147694,2,5,2
147695,2,5,3
147696,2,5,3
147697,2,5,3
147698,2,5,3
147699,2,4,2
147700,2,5,2
147701,2,5,2
147702,3,5,2
147703,3,4,3
147704,2,5,2
147705,2,5,2
147706,2,5,2
147707,3,5,2
147708,2,5,2
147709,2,5,2
147710,2,5,3
147711,2,5,2
147712,2,5,2
147713,2,5,2
147714,2,5,2
147715,3,5,3
147716,2,5,2
147717,2,5,2
147718,3,5,3
147719,3,5,2
147720,2,5,3
147721,3,5,3
147722,2,5,2
147723,2,5,2
147724,2,5,2
147725,2,5,2
147726,2,5,3
147727,2,5,2
147728,2,5,2
147729,2,5,2
147730,2,5,2
147731,2,5,2
147732,2,5,2
147733,2,5,2
147734,2,5,2
147735,2,5,2
147736,2,5,3
147737,2,5,2
147738,2,5,2
147739,2,5,2
147740,2,5,3
147741,2,5,3
147742,2,5,3
147743,2,5,3
147744,2,5,2
147745,2,5,3
147746,3,5,3
147747,2,5,3
147748,2,5,3
147749,2,5,2
147750,2,5,3
147751,2,5,2
147752,2,5,3
147753,2,5,3
147754,2,4,3
147755,2,5,3
147756,1,5,2
147757,2,5,3
147758,2,5,2
147759,2,5,2
147760,2,5,2
147761,2,5,3
147762,1,5,3
147763,2,5,3
147764,2,4,3
147765,2,5,2
147766,2,5,3
147767,2,5,3
147768,2,5,3
147769,2,5,3
147770,2,5,3
147771,3,5,2
147772,3,4,3
147773,2,5,3
147774,3,5,3
147775,3,5,3
147776,3,5,2
147778,4,3,4
147779,2,4,3
147780,2,5,3
147781,3,5,2
147782,3,5,2
147783,2,5,2
147784,3,5,3
147785,3,5,3
147786,2,5,2
147787,3,5,2
147791,3,5,3
147793,3,5,3
147794,2,5,3
147795,2,4,3
147796,3,5,3
147797,3,5,2
147798,4,5,3
147799,3,5,3
147800,2,5,4
147801,3,5,3
147802,3,5,3
147803,4,4,4
147805,3,5,3
147809,5,5,3
147810,3,5,3
147812,3,5,3
147813,3,5,3
147814,3,5,3
147815,2,5,2
147817,4,4,5
147818,3,5,3
147819,3,5,2
147820,3,5,3
147821,3,5,3
147822,3,5,3
147823,3,5,2
147824,3,5,3
147825,2,5,2
147826,2,5,2
147827,2,5,3
147828,3,5,3
147829,3,5,3
147830,3,5,2
147831,2,5,3
147832,2,5,3
147833,2,5,2
147834,2,5,3
147835,2,5,3
147836,2,5,2
147837,2,4,2
147838,2,5,3
147839,2,5,3
147840,2,5,2
147841,2,5,3
147842,2,5,2
147843,2,5,2
147844,2,5,2
147845,2,5,3
147846,2,5,3
147847,2,5,2
147849,2,4,3
147850,2,5,2
147851,2,4,3
147852,4,3,4
147853,2,5,3
147854,2,5,2
147855,3,5,2
147856,2,5,3
147858,2,5,3
147859,1,5,3
147860,2,4,3
147861,2,5,2
147862,2,5,2
147863,2,5,2
147864,2,5,2
147865,2,5,3
147866,2,5,3
147867,2,5,3
147868,2,5,3
147869,2,5,2
147870,3,5,3
147871,2,5,2
147872,2,5,1
147873,2,5,3
147874,3,5,3
147875,2,5,2
147876,2,5,2
147877,3,5,3
147878,3,5,3
147879,3,4,4
147880,3,5,3
147881,3,5,3
147883,3,5,3
147884,2,5,4
147886,3,4,4
147887,2,5,4
147888,2,5,3
147890,3,5,3
147891,3,5,3
147892,3,5,3
147893,3,5,3
147894,3,5,3
147895,2,5,3
147896,3,5,3
147897,3,5,3
147898,3,5,3
147899,3,5,3
147900,3,5,3
147901,2,5,2
147902,3,5,3
147903,3,5,3
147904,3,5,3
147906,2,5,3
147908,2,5,3
147909,2,5,3
147910,2,4,3
147911,3,5,3
147912,3,5,3
147913,2,4,3
147915,2,5,3
147918,1,5,3
147919,3,4,4
147920,3,4,3
147921,2,5,3
147922,3,5,3
147923,2,5,3
147924,3,5,3
147925,3,5,3
147926,2,5,3
147927,3,5,3
147928,2,5,2
147929,2,5,2
147930,2,5,2
147931,2,5,2
147932,3,5,2
147933,2,5,2
147934,2,5,3
147935,3,4,3
147936,2,5,2
147937,2,5,2
147938,2,5,2
147939,2,5,3
147940,3,5,3
147941,2,5,3
147942,2,4,3
147943,1,5,3
147944,2,5,3
147945,3,5,2
147946,2,5,3
147947,2,5,3
147948,2,5,3
147949,2,5,3
147950,3,4,3
147951,1,5,2
147952,1,5,3
147953,3,5,3
147955,2,4,3
147956,2,5,2
147957,3,5,3
147958,3,5,2
147959,2,5,2
147960,1,5,2
147961,2,4,3
147962,2,5,2
147963,2,5,3
147964,2,5,3
147965,3,4,3
147966,2,5,2
147968,2,5,2
147969,2,4,2
147970,3,5,3
147971,3,3,4
147972,2,5,3
147973,2,5,3
147975,2,5,2
147976,2,5,3
147977,2,5,3
147978,2,5,3
147979,2,5,2
147980,3,5,3
147981,3,5,3
147982,3,5,3
147983,3,5,3
147984,3,5,3
147985,3,5,3
147986,3,5,3
147987,3,5,3
147988,3,5,3
147989,2,5,3
147990,3,5,3
147991,3,5,3
147992,3,5,3
147993,3,5,3
147994,3,5,2
147995,3,5,3
147996,2,5,3
147997,3,5,3
147998,2,5,3
147999,2,5,3
148000,2,5,3
148001,2,5,3
148002,2,5,3
148003,3,5,3
148004,2,5,3
148005,2,5,3
148006,2,5,2
148007,3,5,3
148008,2,5,3
148009,3,5,4
148010,3,5,4
148011,3,4,3
148012,3,5,3
148013,3,5,3
148014,3,5,3
148015,2,5,3
148016,3,5,3
148017,2,5,3
148018,4,5,3
148019,3,5,3
148020,3,5,3
148021,3,5,3
148022,3,5,3
148023,3,5,3
148024,2,5,3
148025,3,5,3
148026,3,5,3
148027,3,5,3
148028,2,5,4
148029,3,5,3
148030,3,5,2
148031,3,5,3
148032,3,4,3
148033,2,4,3
148034,2,5,2
148035,2,5,3
148036,3,4,3
148038,2,5,3
148039,2,5,2
148040,2,5,2
148041,3,5,3
148042,2,5,3
148043,2,5,2
148044,2,4,3
148045,2,5,3
148046,2,5,3
148047,2,5,2
148048,2,5,2
148049,2,5,3
148050,2,5,2
148051,2,4,3
148052,2,5,2
156659,2,3,3
156684,2,3,3
156686,3,3,2
156693,2,3,3
156715,2,3,2
156718,2,3,3
156723,1,3,2
156749,2,3,2
156750,2,3,3
156751,2,3,3
156752,2,3,3
156753,2,3,3
156754,2,3,3
157158,3,5,3
157159,3,5,4
157160,3,6,3
157161,2,5,4
157162,2,5,3
157163,3,5,3
157164,2,5,3
157165,2,5,3
157166,3,5,4
157167,3,5,3
157168,3,5,3
157169,2,5,3
157170,2,6,3
157171,2,5,3
157172,2,5,3
157173,2,6,3
157174,3,5,3
157175,3,5,3
157176,2,6,3
157177,3,5,3
